0,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.04,S,S,S,S,S,S,S,S,V,S
0.01,S,S,S,S,S,S,S,S,V,V
0.12,S,V,S,S,S,S,S,S,V,V
0.00,S,V,S,S,S,S,V,S,V,V
0.05,S,V,V,S,S,S,V,S,V,V
0.97,I,V,V,S,S,S,V,S,V,V
0.02,D,V,V,S,S,S,V,S,V,V
0.57,D,V,V,I,S,S,V,S,V,V
0.05,D,V,V,D,S,S,V,S,V,V
0.07,D,V,V,D,S,S,V,V,V,V
0.29,D,V,V,D,V,S,V,V,V,V
1.05,D,V,V,D,V,V,V,V,V,V
