0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.04,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V
0.04,S,S,S,S,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V
0.05,S,S,S,S,S,S,S,V,S,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V
0.00,S,S,S,S,S,S,S,V,S,V,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V
0.01,S,S,V,S,S,S,S,V,S,V,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V
0.06,S,S,V,S,S,S,S,V,S,V,V,S,S,S,S,S,S,I,S,S,S,S,S,S,S,V
0.10,S,S,V,S,S,S,S,V,S,V,V,S,S,S,S,S,S,I,S,S,S,V,S,S,S,V
0.07,S,S,V,S,S,S,S,V,S,V,V,S,S,S,S,S,V,I,S,S,S,V,S,S,S,V
0.01,S,S,V,S,S,S,S,V,S,V,V,S,S,S,S,S,V,I,S,S,S,V,I,S,S,V
0.03,S,S,V,S,S,S,S,V,S,V,V,S,S,S,V,S,V,I,S,S,S,V,I,S,S,V
0.01,S,S,V,V,S,S,S,V,S,V,V,S,S,S,V,S,V,I,S,S,S,V,I,S,S,V
0.11,S,S,V,V,S,S,S,V,S,V,V,S,S,S,V,S,V,I,S,S,V,V,I,S,S,V
0.05,S,S,V,V,S,S,S,V,S,V,V,S,S,S,V,S,V,I,S,S,V,V,S,S,S,V
0.00,S,S,V,V,S,S,S,V,S,V,V,S,S,S,V,V,V,I,S,S,V,V,S,S,S,V
0.06,S,S,V,V,S,S,S,V,S,V,V,S,V,S,V,V,V,I,S,S,V,V,S,S,S,V
0.11,S,S,V,V,S,S,S,V,S,V,V,V,V,S,V,V,V,I,S,S,V,V,S,S,S,V
0.07,S,S,V,V,S,S,S,V,S,V,V,V,V,S,V,V,V,I,S,V,V,V,S,S,S,V
0.23,S,S,V,V,V,S,S,V,S,V,V,V,V,S,V,V,V,I,S,V,V,V,S,S,S,V
0.10,S,S,V,V,V,S,S,V,S,V,V,V,V,S,V,V,V,I,S,V,V,V,V,S,S,V
0.05,S,S,V,V,V,S,S,V,S,V,V,V,V,S,V,V,V,I,S,V,V,V,V,S,I,V
