0,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,V
0.20,S,S,S,S,S,S,S,S,S,I,S,S,S,V
0.04,S,S,S,S,S,V,S,S,S,I,S,S,S,V
0.00,S,S,S,S,S,V,I,S,S,I,S,S,S,V
0.01,S,S,S,S,S,V,I,S,S,I,V,S,S,V
0.05,S,S,S,S,S,V,I,S,S,I,V,I,S,V
0.09,V,S,S,S,S,V,I,S,S,I,V,I,S,V
0.01,V,S,S,S,V,V,I,S,S,I,V,I,S,V
0.01,V,S,S,S,V,V,I,S,V,I,V,I,S,V
0.05,V,S,S,S,V,V,I,S,V,S,V,I,S,V
0.00,V,S,S,S,V,V,I,S,V,I,V,I,S,V
0.25,V,I,S,S,V,V,I,S,V,I,V,I,S,V
0.09,V,I,S,S,V,V,I,S,V,I,V,S,S,V
0.01,V,I,S,S,V,V,I,S,V,S,V,S,S,V
0.00,V,I,S,S,V,V,I,S,V,S,V,V,S,V
0.00,V,S,S,S,V,V,I,S,V,S,V,V,S,V
0.05,V,S,S,S,V,V,I,S,V,V,V,V,S,V
0.00,V,S,V,S,V,V,I,S,V,V,V,V,S,V
0.14,V,S,V,S,V,V,I,S,V,V,V,V,V,V
0.12,V,S,V,S,V,V,S,S,V,V,V,V,V,V
0.21,V,S,V,S,V,V,S,V,V,V,V,V,V,V
0.66,V,V,V,S,V,V,S,V,V,V,V,V,V,V
0.34,V,V,V,I,V,V,S,V,V,V,V,V,V,V
0.18,V,V,V,S,V,V,S,V,V,V,V,V,V,V
1.61,V,V,V,I,V,V,S,V,V,V,V,V,V,V
0.74,V,V,V,S,V,V,S,V,V,V,V,V,V,V
0.55,V,V,V,V,V,V,S,V,V,V,V,V,V,V
1.27,V,V,V,V,V,V,I,V,V,V,V,V,V,V
0.14,V,V,V,V,V,V,S,V,V,V,V,V,V,V
0.52,V,V,V,V,V,V,V,V,V,V,V,V,V,V
