0,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.24,S,S,S,S,S,S,S,S,S,S,S,V,S,S
0.03,S,S,S,S,S,S,S,S,S,V,S,V,S,S
0.04,S,S,S,S,S,S,S,S,S,V,S,V,S,V
0.06,S,S,S,S,S,S,S,S,S,V,S,V,V,V
0.04,S,S,S,S,S,S,I,S,S,V,S,V,V,V
0.06,S,S,S,V,S,S,I,S,S,V,S,V,V,V
0.22,S,S,S,V,V,S,I,S,S,V,S,V,V,V
0.17,S,S,S,V,V,S,S,S,S,V,S,V,V,V
0.10,S,S,S,V,V,S,S,S,V,V,S,V,V,V
0.04,S,S,S,V,V,V,S,S,V,V,S,V,V,V
0.16,S,S,V,V,V,V,S,S,V,V,S,V,V,V
0.13,V,S,V,V,V,V,S,S,V,V,S,V,V,V
0.16,V,I,V,V,V,V,S,S,V,V,S,V,V,V
0.20,V,I,V,V,V,V,S,S,V,V,I,V,V,V
0.04,V,S,V,V,V,V,S,S,V,V,I,V,V,V
0.03,V,V,V,V,V,V,S,S,V,V,I,V,V,V
0.04,V,V,V,V,V,V,S,I,V,V,I,V,V,V
0.06,V,V,V,V,V,V,S,I,V,V,S,V,V,V
0.01,V,V,V,V,V,V,S,I,V,V,V,V,V,V
0.26,V,V,V,V,V,V,V,I,V,V,V,V,V,V
3.04,V,V,V,V,V,V,V,S,V,V,V,V,V,V
0.80,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.39,V,V,V,V,V,V,V,S,V,V,V,V,V,V
1.30,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.45,V,V,V,V,V,V,V,S,V,V,V,V,V,V
0.10,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.30,V,V,V,V,V,V,V,S,V,V,V,V,V,V
0.78,V,V,V,V,V,V,V,I,V,V,V,V,V,V
1.90,V,V,V,V,V,V,V,S,V,V,V,V,V,V
5.78,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.02,V,V,V,V,V,V,V,S,V,V,V,V,V,V
2.42,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.63,V,V,V,V,V,V,V,S,V,V,V,V,V,V
0.21,V,V,V,V,V,V,V,V,V,V,V,V,V,V
