0,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.04,S,S,S,S,S,S,V,S,S,S,S,S,S,S
0.27,S,S,S,V,S,S,V,S,S,S,S,S,S,S
0.03,S,S,S,V,V,S,V,S,S,S,S,S,S,S
0.03,V,S,S,V,V,S,V,S,S,S,S,S,S,S
0.13,V,S,S,V,V,I,V,S,S,S,S,S,S,S
0.06,V,S,S,V,V,I,V,S,S,S,S,S,V,S
0.14,V,S,S,V,V,I,V,S,S,I,S,S,V,S
0.35,V,V,S,V,V,I,V,S,S,I,S,S,V,S
0.28,V,V,S,V,V,I,V,S,S,I,V,S,V,S
0.12,V,V,S,V,V,I,V,S,S,S,V,S,V,S
0.61,V,V,S,V,V,I,V,S,S,S,V,V,V,S
0.01,V,V,V,V,V,I,V,S,S,S,V,V,V,S
0.02,V,V,V,V,V,S,V,S,S,S,V,V,V,S
0.14,V,V,V,V,V,S,V,S,S,I,V,V,V,S
0.51,V,V,V,V,V,S,V,S,S,S,V,V,V,S
0.12,V,V,V,V,V,S,V,S,S,S,V,V,V,I
0.19,V,V,V,V,V,S,V,S,S,V,V,V,V,I
0.13,V,V,V,V,V,V,V,S,S,V,V,V,V,I
0.88,V,V,V,V,V,V,V,S,I,V,V,V,V,I
0.15,V,V,V,V,V,V,V,I,I,V,V,V,V,I
0.08,V,V,V,V,V,V,V,I,I,V,V,V,V,S
0.62,V,V,V,V,V,V,V,S,I,V,V,V,V,S
0.33,V,V,V,V,V,V,V,S,S,V,V,V,V,S
0.02,V,V,V,V,V,V,V,I,S,V,V,V,V,S
0.11,V,V,V,V,V,V,V,S,S,V,V,V,V,S
0.76,V,V,V,V,V,V,V,S,V,V,V,V,V,S
0.31,V,V,V,V,V,V,V,V,V,V,V,V,V,S
0.03,V,V,V,V,V,V,V,V,V,V,V,V,V,I
0.45,V,V,V,V,V,V,V,V,V,V,V,V,V,S
1.52,V,V,V,V,V,V,V,V,V,V,V,V,V,I
0.21,V,V,V,V,V,V,V,V,V,V,V,V,V,S
1.42,V,V,V,V,V,V,V,V,V,V,V,V,V,I
2.19,V,V,V,V,V,V,V,V,V,V,V,V,V,S
0.26,V,V,V,V,V,V,V,V,V,V,V,V,V,V
