0,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.08,S,S,V,S,S,S,S,S,S,S,S,S,S,S
0.03,S,S,V,S,S,S,I,S,S,S,S,S,S,S
0.10,S,S,V,S,S,S,I,S,S,V,S,S,S,S
0.00,S,S,V,S,S,S,I,S,S,V,V,S,S,S
0.07,S,S,V,S,S,S,I,S,S,V,V,S,V,S
0.00,S,S,V,S,S,S,I,S,S,V,V,V,V,S
0.04,S,S,V,S,V,S,I,S,S,V,V,V,V,S
0.01,S,S,V,S,V,V,I,S,S,V,V,V,V,S
0.23,S,S,V,S,V,V,I,S,S,V,V,V,V,V
0.49,S,S,V,S,V,V,I,V,S,V,V,V,V,V
0.15,S,S,V,S,V,V,S,V,S,V,V,V,V,V
0.08,S,S,V,V,V,V,S,V,S,V,V,V,V,V
0.03,S,S,V,V,V,V,V,V,S,V,V,V,V,V
0.39,I,S,V,V,V,V,V,V,S,V,V,V,V,V
0.09,I,V,V,V,V,V,V,V,S,V,V,V,V,V
0.02,I,V,V,V,V,V,V,V,I,V,V,V,V,V
0.48,I,V,V,V,V,V,V,V,S,V,V,V,V,V
0.01,I,V,V,V,V,V,V,V,V,V,V,V,V,V
2.49,S,V,V,V,V,V,V,V,V,V,V,V,V,V
0.45,V,V,V,V,V,V,V,V,V,V,V,V,V,V
