0,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.02,S,S,S,S,S,S,S,S,V,S,S,S,S,S
0.07,S,S,S,S,V,S,S,S,V,S,S,S,S,S
0.15,S,S,S,S,V,S,S,S,V,S,S,S,V,S
0.06,V,S,S,S,V,S,S,S,V,S,S,S,V,S
0.12,V,S,S,S,V,S,S,S,V,S,S,V,V,S
0.00,V,S,S,S,V,V,S,S,V,S,S,V,V,S
0.45,V,S,S,S,V,V,S,V,V,S,S,V,V,S
0.08,V,S,S,I,V,V,S,V,V,S,S,V,V,S
0.03,V,S,S,I,V,V,S,V,V,I,S,V,V,S
0.08,V,I,S,I,V,V,S,V,V,I,S,V,V,S
0.16,V,I,S,I,V,V,V,V,V,I,S,V,V,S
0.16,V,S,S,I,V,V,V,V,V,I,S,V,V,S
0.04,V,S,S,I,V,V,V,V,V,I,S,V,V,I
0.23,V,I,S,I,V,V,V,V,V,I,S,V,V,I
0.62,V,S,S,I,V,V,V,V,V,I,S,V,V,I
0.02,V,S,S,I,V,V,V,V,V,I,S,V,V,S
0.35,V,S,S,I,V,V,V,V,V,I,V,V,V,S
0.06,V,S,S,I,V,V,V,V,V,I,V,V,V,V
0.40,V,S,S,I,V,V,V,V,V,S,V,V,V,V
0.20,V,S,I,I,V,V,V,V,V,S,V,V,V,V
0.35,V,S,I,I,V,V,V,V,V,V,V,V,V,V
1.13,V,I,I,I,V,V,V,V,V,V,V,V,V,V
0.20,V,I,I,S,V,V,V,V,V,V,V,V,V,V
0.09,V,S,I,S,V,V,V,V,V,V,V,V,V,V
0.11,V,S,I,V,V,V,V,V,V,V,V,V,V,V
0.68,V,S,S,V,V,V,V,V,V,V,V,V,V,V
0.13,V,V,S,V,V,V,V,V,V,V,V,V,V,V
0.52,V,V,V,V,V,V,V,V,V,V,V,V,V,V
