0,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.03,S,S,S,S,S,S,S,S,S,S,S,S,V,S
0.05,S,S,S,S,S,S,S,S,V,S,S,S,V,S
0.03,S,S,S,S,S,S,S,S,V,V,S,S,V,S
0.01,S,S,S,S,S,S,S,S,V,V,S,S,V,V
0.12,V,S,S,S,S,S,S,S,V,V,S,S,V,V
0.00,V,S,V,S,S,S,S,S,V,V,S,S,V,V
0.03,V,S,V,S,S,S,S,S,V,V,V,S,V,V
0.10,V,S,V,S,S,S,S,S,V,V,V,I,V,V
0.10,V,S,V,S,V,S,S,S,V,V,V,I,V,V
0.08,V,S,V,V,V,S,S,S,V,V,V,I,V,V
0.07,V,V,V,V,V,S,S,S,V,V,V,I,V,V
0.11,V,V,V,V,V,S,S,I,V,V,V,I,V,V
0.10,V,V,V,V,V,S,S,I,V,V,V,S,V,V
0.12,V,V,V,V,V,S,V,I,V,V,V,S,V,V
0.09,V,V,V,V,V,V,V,I,V,V,V,S,V,V
0.07,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.55,V,V,V,V,V,V,V,S,V,V,V,V,V,V
1.99,V,V,V,V,V,V,V,I,V,V,V,V,V,V
1.95,V,V,V,V,V,V,V,S,V,V,V,V,V,V
1.27,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.51,V,V,V,V,V,V,V,S,V,V,V,V,V,V
1.90,V,V,V,V,V,V,V,I,V,V,V,V,V,V
0.45,V,V,V,V,V,V,V,S,V,V,V,V,V,V
0.08,V,V,V,V,V,V,V,V,V,V,V,V,V,V
