0,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.14,S,S,S,S,S,S,S,S,I,S,S,S,S,S
0.09,S,S,S,S,S,S,S,S,I,I,S,S,S,S
0.45,S,S,S,S,S,S,S,S,I,I,I,S,S,S
0.10,S,S,S,S,I,S,S,S,I,I,I,S,S,S
0.04,S,S,S,S,I,S,I,S,I,I,I,S,S,S
0.05,S,I,S,S,I,S,I,S,I,I,I,S,S,S
0.04,S,I,S,S,I,S,I,S,I,S,I,S,S,S
0.12,S,I,S,S,I,S,S,S,I,S,I,S,S,S
0.06,S,I,S,S,I,S,S,S,I,S,I,S,I,S
0.10,S,I,S,S,I,S,S,I,I,S,I,S,I,S
0.05,S,S,S,S,I,S,S,I,I,S,I,S,I,S
0.24,S,S,S,S,I,S,S,S,I,S,I,S,I,S
0.08,S,S,S,S,I,S,S,S,I,S,I,S,I,I
0.04,S,S,S,S,I,S,S,S,I,S,S,S,I,I
0.17,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.39,S,S,S,S,S,S,S,S,I,S,S,S,S,I
0.08,S,S,S,S,S,S,S,S,I,S,S,S,S,S
0.20,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.35,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.22,S,S,S,S,S,I,S,S,I,S,S,S,S,S
0.31,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.25,S,S,S,I,S,I,S,S,S,S,S,S,S,S
0.17,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.51,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.60,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.05,S,S,I,S,S,S,S,S,S,S,S,I,S,S
0.63,S,S,I,S,S,I,S,S,S,S,S,I,S,S
0.21,S,S,S,S,S,I,S,S,S,S,S,I,S,S
0.95,I,S,S,S,S,I,S,S,S,S,S,I,S,S
0.20,I,S,S,S,S,I,S,S,S,S,S,S,S,S
0.55,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.81,I,S,S,S,S,S,S,S,I,S,S,S,S,S
0.06,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.29,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.39,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.47,I,S,S,S,S,S,S,S,I,S,S,S,S,S
1.40,S,S,S,S,S,S,S,S,I,S,S,S,S,S
0.91,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.41,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.53,I,S,S,S,S,S,S,S,S,S,S,S,S,I
0.00,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.17,I,S,S,S,S,S,S,S,I,S,S,S,S,S
0.58,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.16,I,S,S,I,S,S,S,S,S,S,S,S,S,S
0.03,S,S,S,I,S,S,S,S,S,S,S,S,S,S
0.95,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.11,S,S,I,S,S,S,S,S,S,S,S,S,S,S
0.72,S,S,I,S,S,S,S,S,S,S,S,S,S,I
0.06,S,S,I,I,S,S,S,S,S,S,S,S,S,I
0.22,S,S,S,I,S,S,S,S,S,S,S,S,S,I
0.60,S,S,S,I,S,S,S,S,S,S,S,S,S,S
2.13,S,S,S,S,S,S,S,S,S,S,S,S,S,S
2.08,S,S,S,I,S,S,S,S,S,S,S,S,S,S
0.99,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.87,S,S,S,I,S,S,S,S,S,S,S,S,S,S
0.26,S,S,S,I,S,S,S,S,I,S,S,S,S,S
0.49,S,S,I,I,S,S,S,S,I,S,S,S,S,S
0.31,S,S,I,I,S,S,S,S,I,S,S,S,S,I
0.05,S,S,S,I,S,S,S,S,I,S,S,S,S,I
0.14,S,S,S,S,S,S,S,S,I,S,S,S,S,I
0.25,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.66,I,S,S,S,S,S,S,S,S,S,S,S,S,I
0.09,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.22,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.41,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.56,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.05,S,S,S,S,S,I,S,S,S,S,S,S,S,I
0.89,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.57,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.89,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.46,I,S,S,S,I,S,S,S,S,S,S,S,S,S
1.54,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.09,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.45,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.19,S,S,S,S,S,I,S,S,S,S,S,S,S,I
0.63,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.90,S,S,S,S,I,S,S,S,S,S,S,S,S,I
0.05,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.10,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.29,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.95,I,S,S,S,S,S,S,S,I,S,S,S,S,S
0.21,I,S,S,S,I,S,S,S,I,S,S,S,S,S
0.05,I,S,S,S,S,S,S,S,I,S,S,S,S,S
0.35,I,S,S,S,S,S,S,S,S,S,S,S,S,S
1.03,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.73,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.48,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.93,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.27,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.43,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.22,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.52,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.88,I,S,S,S,S,I,S,S,S,S,S,S,S,S
0.57,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.44,I,S,S,S,S,I,S,S,S,S,S,S,S,S
0.05,S,S,S,S,S,I,S,S,S,S,S,S,S,S
1.08,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.59,S,S,S,I,S,S,S,S,S,S,S,S,S,S
0.15,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.35,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.11,S,S,S,S,S,S,S,S,S,S,S,S,S,S
4.51,S,S,S,I,S,S,S,S,S,S,S,S,S,S
0.25,S,S,S,I,S,I,S,S,S,S,S,S,S,S
0.05,S,S,S,S,S,I,S,S,S,S,S,S,S,S
3.18,S,S,S,S,S,S,S,S,S,S,S,S,S,S
2.69,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.41,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.68,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.28,S,S,S,S,S,I,S,S,S,S,S,S,S,I
0.25,S,S,S,S,S,S,S,S,S,S,S,S,S,I
1.41,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.01,S,S,S,S,S,S,S,S,S,S,S,S,S,I
0.11,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.48,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.08,S,S,S,S,S,I,S,S,S,S,S,S,S,I
0.45,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.83,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.06,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.49,S,S,S,S,S,S,S,S,S,S,S,S,S,S
