0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.02,S,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,V,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,S,S,V,V,S,S,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,V,V,V,S,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,V,V,V,S,S,S,S,V,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S
0.07,S,S,S,V,V,V,S,S,S,S,V,S,S,S,V,S,S,V,S,S,S,S,S,S,S,S
0.13,S,S,S,V,V,V,S,S,V,S,V,S,S,S,V,S,S,V,S,S,S,S,S,S,S,S
0.02,S,S,S,V,V,V,S,S,V,V,V,S,S,S,V,S,S,V,S,S,S,S,S,S,S,S
0.00,S,S,S,V,V,V,S,I,V,V,V,S,S,S,V,S,S,V,S,S,S,S,S,S,S,S
0.02,S,S,S,V,V,V,S,I,V,V,V,S,S,S,V,S,V,V,S,S,S,S,S,S,S,S
0.01,S,S,S,V,V,V,S,I,V,V,V,V,S,S,V,S,V,V,S,S,S,S,S,S,S,S
0.03,S,S,S,V,V,V,S,I,V,V,V,V,S,S,V,S,V,V,S,S,S,S,S,S,V,S
0.01,S,V,S,V,V,V,S,I,V,V,V,V,S,S,V,S,V,V,S,S,S,S,S,S,V,S
0.11,S,V,S,V,V,V,S,I,V,V,V,V,S,S,V,V,V,V,S,S,S,S,S,S,V,S
0.01,S,V,S,V,V,V,S,S,V,V,V,V,S,S,V,V,V,V,S,S,S,S,S,S,V,S
0.04,S,V,S,V,V,V,S,S,V,V,V,V,V,S,V,V,V,V,S,S,S,S,S,S,V,S
0.01,S,V,S,V,V,V,S,S,V,V,V,V,V,V,V,V,V,V,S,S,S,S,S,S,V,S
0.00,S,V,S,V,V,V,S,V,V,V,V,V,V,V,V,V,V,V,S,S,S,S,S,S,V,S
0.06,S,V,S,V,V,V,S,V,V,V,V,V,V,V,V,V,V,V,S,V,S,S,S,S,V,S
0.08,S,V,S,V,V,V,S,V,V,V,V,V,V,V,V,V,V,V,S,V,S,S,S,S,V,V
