0,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.17,S,S,S,S,V,S,S,S,S,S
0.09,S,S,I,S,V,S,S,S,S,S
0.01,S,S,I,S,V,S,S,S,V,S
0.00,S,S,I,S,V,V,S,S,V,S
0.07,S,S,I,S,V,V,I,S,V,S
0.04,S,S,I,V,V,V,I,S,V,S
0.07,V,S,I,V,V,V,I,S,V,S
0.21,V,V,I,V,V,V,I,S,V,S
0.02,V,V,I,V,V,V,S,S,V,S
0.05,V,V,I,V,V,V,V,S,V,S
0.01,V,V,I,V,V,V,V,V,V,S
0.00,V,V,I,V,V,V,V,V,V,V
1.94,V,V,S,V,V,V,V,V,V,V
1.86,V,V,I,V,V,V,V,V,V,V
0.32,V,V,S,V,V,V,V,V,V,V
0.29,V,V,V,V,V,V,V,V,V,V
