0,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.03,S,S,S,S,V,S,S,S,S,S
0.23,S,S,I,S,V,S,S,S,S,S
0.10,S,S,I,S,V,S,V,S,S,S
0.07,S,S,I,S,V,S,V,S,S,V
0.15,S,S,I,S,V,V,V,S,S,V
0.24,S,S,I,S,V,V,V,V,S,V
0.03,S,S,S,S,V,V,V,V,S,V
0.01,I,S,S,S,V,V,V,V,S,V
0.06,I,S,I,S,V,V,V,V,S,V
0.16,I,S,I,S,V,V,V,V,I,V
0.23,I,I,I,S,V,V,V,V,I,V
0.05,I,I,I,S,V,V,V,V,S,V
0.76,I,S,I,S,V,V,V,V,S,V
0.00,I,S,I,S,V,V,V,V,I,V
0.14,I,S,I,I,V,V,V,V,I,V
0.12,S,S,I,I,V,V,V,V,I,V
0.05,S,S,I,S,V,V,V,V,I,V
0.15,V,S,I,S,V,V,V,V,I,V
0.01,V,I,I,S,V,V,V,V,I,V
0.07,V,I,S,S,V,V,V,V,I,V
0.10,V,I,V,S,V,V,V,V,I,V
0.20,V,I,V,V,V,V,V,V,I,V
1.30,V,S,V,V,V,V,V,V,I,V
0.51,V,I,V,V,V,V,V,V,I,V
0.34,V,S,V,V,V,V,V,V,I,V
0.26,V,S,V,V,V,V,V,V,S,V
0.20,V,V,V,V,V,V,V,V,S,V
0.51,V,V,V,V,V,V,V,V,I,V
0.24,V,V,V,V,V,V,V,V,S,V
0.22,V,V,V,V,V,V,V,V,V,V
