0,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S
0.03,V,S,S,S,S,S,S,S,S,S
0.06,V,S,S,S,S,S,S,S,V,S
0.14,V,S,S,S,S,V,S,S,V,S
0.22,V,V,S,S,S,V,S,S,V,S
0.09,V,V,V,S,S,V,S,S,V,S
0.06,V,V,V,S,V,V,S,S,V,S
0.04,V,V,V,S,V,V,S,S,V,V
0.16,V,V,V,V,V,V,S,S,V,V
0.01,V,V,V,V,V,V,S,V,V,V
0.34,V,V,V,V,V,V,V,V,V,V
