0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.03,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.11,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.13,S,S,S,S,S,I,S,S,S,I,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,I,S,S,I,I,S,S,S,S,S,S,S,S
0.02,S,S,S,S,S,I,S,S,I,I,S,S,S,I,S,S,S,S
0.04,S,S,S,S,S,I,S,S,I,I,S,I,S,I,S,S,S,S
0.00,S,S,S,S,S,I,S,I,I,I,S,I,S,I,S,S,S,S
0.00,S,S,S,S,S,I,S,I,I,I,S,I,S,I,S,S,S,I
0.03,S,S,S,S,S,I,S,I,S,I,S,I,S,I,S,S,S,I
0.05,S,S,S,S,S,I,S,I,S,I,S,I,S,I,S,S,S,S
0.05,S,S,S,S,S,I,S,I,S,I,S,I,S,I,S,I,S,S
0.06,S,S,S,S,S,I,S,I,S,I,I,I,S,I,S,I,S,S
0.04,S,S,S,S,S,I,I,I,S,I,I,I,S,I,S,I,S,S
0.03,S,I,S,S,S,I,I,I,S,I,I,I,S,I,S,I,S,S
0.13,S,I,S,S,S,I,S,I,S,I,I,I,S,I,S,I,S,S
0.07,S,I,S,S,S,I,S,I,S,I,I,I,S,I,S,S,S,S
0.18,S,I,S,S,S,I,S,I,S,I,I,I,I,I,S,S,S,S
0.05,S,I,S,I,S,I,S,I,S,I,I,I,I,I,S,S,S,S
0.04,S,I,S,I,S,I,S,S,S,I,I,I,I,I,S,S,S,S
0.14,S,I,S,I,S,I,S,S,S,S,I,I,I,I,S,S,S,S
0.02,S,I,S,I,S,I,S,S,S,S,I,I,I,S,S,S,S,S
0.28,S,I,I,I,S,I,S,S,S,S,I,I,I,S,S,S,S,S
0.04,S,I,I,I,S,I,S,S,S,S,I,S,I,S,S,S,S,S
0.07,S,S,I,I,S,I,S,S,S,S,I,S,I,S,S,S,S,S
0.03,S,S,S,I,S,I,S,S,S,S,I,S,I,S,S,S,S,S
0.37,S,S,S,I,I,I,S,S,S,S,I,S,I,S,S,S,S,S
0.06,S,S,S,S,I,I,S,S,S,S,I,S,I,S,S,S,S,S
0.01,S,S,S,S,I,I,S,S,S,S,I,S,S,S,S,S,S,S
0.67,S,S,S,S,S,I,S,S,S,S,I,S,S,S,S,S,S,S
0.29,S,S,S,S,S,I,S,S,S,S,I,S,S,S,S,S,I,S
0.27,I,S,S,S,S,I,S,S,S,S,I,S,S,S,S,S,I,S
0.07,S,S,S,S,S,I,S,S,S,S,I,S,S,S,S,S,I,S
0.39,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,I,S
0.32,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S
0.38,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,I,S
0.03,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S
1.14,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.44,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S
0.25,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.21,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S
0.72,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.18,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S
0.71,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.31,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S
1.31,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.04,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S
0.48,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,I,S
0.05,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S
0.38,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.08,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S
