0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.15,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.03,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S
0.04,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S
0.02,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S
0.15,S,I,S,S,S,S,S,S,S,I,S,S,S,S,S,S,I,S
0.07,S,I,S,S,S,S,S,I,S,I,S,S,S,S,S,S,I,S
0.41,S,I,S,S,S,S,S,I,S,I,S,S,S,S,I,S,I,S
0.02,S,I,S,S,S,S,S,I,S,S,S,S,S,S,I,S,I,S
0.04,S,I,S,I,S,S,S,I,S,S,S,S,S,S,I,S,I,S
0.12,I,I,S,I,S,S,S,I,S,S,S,S,S,S,I,S,I,S
0.11,I,I,S,I,S,S,S,I,S,S,S,S,S,I,I,S,I,S
0.03,I,I,S,I,S,I,S,I,S,S,S,S,S,I,I,S,I,S
0.00,I,S,S,I,S,I,S,I,S,S,S,S,S,I,I,S,I,S
0.05,I,S,S,I,S,S,S,I,S,S,S,S,S,I,I,S,I,S
0.00,I,S,S,I,S,S,I,I,S,S,S,S,S,I,I,S,I,S
0.04,I,S,S,I,S,S,I,I,S,S,S,S,S,I,S,S,I,S
0.07,S,S,S,I,S,S,I,I,S,S,S,S,S,I,S,S,I,S
0.03,S,S,S,I,S,S,I,S,S,S,S,S,S,I,S,S,I,S
0.33,S,S,S,I,S,S,I,S,S,S,S,S,S,I,S,S,S,S
0.07,S,S,S,I,S,S,S,S,S,S,S,S,S,I,S,S,S,S
0.40,S,S,I,I,S,S,S,S,S,S,S,S,S,I,S,S,S,S
0.03,S,S,I,I,S,S,S,S,S,S,S,I,S,I,S,S,S,S
0.15,S,S,I,I,S,S,S,S,S,S,S,I,S,S,S,S,S,S
0.46,S,S,I,I,S,S,S,S,S,S,I,I,S,S,S,S,S,S
0.07,S,S,S,I,S,S,S,S,S,S,I,I,S,S,S,S,S,S
0.03,S,S,S,I,S,S,S,S,I,S,I,I,S,S,S,S,S,S
0.05,S,S,S,I,S,S,S,S,I,S,I,I,S,S,S,S,S,I
0.18,S,S,S,S,S,S,S,S,I,S,I,I,S,S,S,S,S,I
0.05,S,S,S,S,I,S,S,S,I,S,I,I,S,S,S,S,S,I
0.02,S,S,S,S,I,S,S,S,I,S,S,I,S,S,S,S,S,I
0.11,S,S,S,S,I,S,S,S,I,S,S,I,I,S,S,S,S,I
0.07,S,S,S,S,I,S,S,S,I,S,S,I,S,S,S,S,S,I
0.05,S,S,S,S,S,S,S,S,I,S,S,I,S,S,S,S,S,I
0.14,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,I
0.05,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.35,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.17,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.31,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.79,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.27,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.93,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
3.73,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.46,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.53,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.04,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.41,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
2.30,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.22,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.98,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.02,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
4.51,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
