0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,S,S,S,S,S,S,S,S,S,V,S,S,S,S,S,S,S
0.05,S,V,S,S,S,S,S,S,S,S,V,S,S,S,S,S,S,S
0.01,S,V,S,S,S,S,S,S,S,S,V,S,S,V,S,S,S,S
0.02,S,V,S,S,S,V,S,S,S,S,V,S,S,V,S,S,S,S
0.01,S,V,V,S,S,V,S,S,S,S,V,S,S,V,S,S,S,S
0.01,S,V,V,S,S,V,S,S,S,S,V,V,S,V,S,S,S,S
0.03,S,V,V,V,S,V,S,S,S,S,V,V,S,V,S,S,S,S
0.05,S,V,V,V,S,V,S,S,S,S,V,V,S,V,S,I,S,S
0.04,S,V,V,V,S,V,S,V,S,S,V,V,S,V,S,I,S,S
0.12,V,V,V,V,S,V,S,V,S,S,V,V,S,V,S,I,S,S
0.13,V,V,V,V,S,V,S,V,S,V,V,V,S,V,S,I,S,S
0.04,V,V,V,V,V,V,S,V,S,V,V,V,S,V,S,I,S,S
0.08,V,V,V,V,V,V,S,V,S,V,V,V,S,V,S,I,S,V
0.03,V,V,V,V,V,V,S,V,S,V,V,V,V,V,S,I,S,V
0.10,V,V,V,V,V,V,S,V,S,V,V,V,V,V,S,I,V,V
0.50,V,V,V,V,V,V,V,V,S,V,V,V,V,V,S,I,V,V
0.61,V,V,V,V,V,V,V,V,S,V,V,V,V,V,I,I,V,V
0.02,V,V,V,V,V,V,V,V,S,V,V,V,V,V,S,I,V,V
0.03,V,V,V,V,V,V,V,V,S,V,V,V,V,V,V,I,V,V
0.24,V,V,V,V,V,V,V,V,S,V,V,V,V,V,V,S,V,V
0.14,V,V,V,V,V,V,V,V,I,V,V,V,V,V,V,S,V,V
0.05,V,V,V,V,V,V,V,V,S,V,V,V,V,V,V,S,V,V
0.14,V,V,V,V,V,V,V,V,S,V,V,V,V,V,V,I,V,V
0.07,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,I,V,V
0.36,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,S,V,V
0.07,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
