0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.02,S,S,S,S,S,S,S,S,S,V,S,S,S,S,S,S,S,S
0.01,S,S,S,S,S,S,S,S,S,V,S,S,S,S,S,V,S,S
0.05,S,S,S,S,V,S,S,S,S,V,S,S,S,S,S,V,S,S
0.02,S,S,S,S,V,S,S,S,S,V,S,S,S,S,S,V,S,V
0.02,S,V,S,S,V,S,S,S,S,V,S,S,S,S,S,V,S,V
0.01,V,V,S,S,V,S,S,S,S,V,S,S,S,S,S,V,S,V
0.06,V,V,S,S,V,S,S,S,S,V,S,S,S,S,V,V,S,V
0.04,V,V,S,S,V,S,S,S,S,V,S,S,S,V,V,V,S,V
0.04,V,V,S,S,V,S,S,V,S,V,S,S,S,V,V,V,S,V
0.08,V,V,S,V,V,S,S,V,S,V,S,S,S,V,V,V,S,V
0.07,V,V,S,V,V,S,S,V,S,V,S,V,S,V,V,V,S,V
0.13,V,V,S,V,V,S,S,V,S,V,V,V,S,V,V,V,S,V
0.04,V,V,S,V,V,V,S,V,S,V,V,V,S,V,V,V,S,V
0.13,V,V,S,V,V,V,S,V,S,V,V,V,V,V,V,V,S,V
0.32,V,V,V,V,V,V,S,V,S,V,V,V,V,V,V,V,S,V
0.73,V,V,V,V,V,V,S,V,S,V,V,V,V,V,V,V,V,V
2.10,V,V,V,V,V,V,S,V,I,V,V,V,V,V,V,V,V,V
0.16,V,V,V,V,V,V,S,V,S,V,V,V,V,V,V,V,V,V
0.36,V,V,V,V,V,V,S,V,V,V,V,V,V,V,V,V,V,V
0.41,V,V,V,V,V,V,I,V,V,V,V,V,V,V,V,V,V,V
4.72,V,V,V,V,V,V,S,V,V,V,V,V,V,V,V,V,V,V
0.74,V,V,V,V,V,V,I,V,V,V,V,V,V,V,V,V,V,V
0.77,V,V,V,V,V,V,S,V,V,V,V,V,V,V,V,V,V,V
0.36,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
