0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S
0.06,S,I,S,S,S,S,S,I,S,S,V,S,S,S,S,S,S,S
0.00,S,I,S,V,S,S,S,I,S,S,V,S,S,S,S,S,S,S
0.00,S,I,S,V,S,S,S,I,S,S,V,S,S,S,S,V,S,S
0.02,S,I,S,V,S,S,S,I,V,S,V,S,S,S,S,V,S,S
0.08,S,I,S,V,S,S,S,I,V,S,V,S,S,S,V,V,S,S
0.02,S,I,S,V,S,S,S,I,V,V,V,S,S,S,V,V,S,S
0.22,S,I,S,V,S,S,S,S,V,V,V,S,S,S,V,V,S,S
0.20,V,I,S,V,S,S,S,S,V,V,V,S,S,S,V,V,S,S
0.00,V,I,S,V,S,S,S,V,V,V,V,S,S,S,V,V,S,S
0.12,V,I,V,V,S,S,S,V,V,V,V,S,S,S,V,V,S,S
0.01,V,I,V,V,S,S,V,V,V,V,V,S,S,S,V,V,S,S
0.07,V,S,V,V,S,S,V,V,V,V,V,S,S,S,V,V,S,S
0.11,V,S,V,V,S,S,V,V,V,V,V,S,V,S,V,V,S,S
0.03,V,S,V,V,S,S,V,V,V,V,V,S,V,S,V,V,S,V
0.51,V,S,V,V,S,I,V,V,V,V,V,S,V,S,V,V,S,V
0.07,V,V,V,V,S,I,V,V,V,V,V,S,V,S,V,V,S,V
0.00,V,V,V,V,S,I,V,V,V,V,V,S,V,V,V,V,S,V
0.07,V,V,V,V,S,I,V,V,V,V,V,S,V,V,V,V,V,V
0.46,V,V,V,V,I,I,V,V,V,V,V,S,V,V,V,V,V,V
0.92,V,V,V,V,I,S,V,V,V,V,V,S,V,V,V,V,V,V
0.05,V,V,V,V,I,V,V,V,V,V,V,S,V,V,V,V,V,V
0.50,V,V,V,V,S,V,V,V,V,V,V,S,V,V,V,V,V,V
5.93,V,V,V,V,I,V,V,V,V,V,V,S,V,V,V,V,V,V
0.15,V,V,V,V,S,V,V,V,V,V,V,S,V,V,V,V,V,V
0.64,V,V,V,V,I,V,V,V,V,V,V,S,V,V,V,V,V,V
1.04,V,V,V,V,S,V,V,V,V,V,V,S,V,V,V,V,V,V
0.21,V,V,V,V,S,V,V,V,V,V,V,I,V,V,V,V,V,V
0.58,V,V,V,V,S,V,V,V,V,V,V,S,V,V,V,V,V,V
0.19,V,V,V,V,S,V,V,V,V,V,V,V,V,V,V,V,V,V
0.37,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
