0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.07,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.13,S,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
0.30,S,I,S,S,S,S,S,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S
0.15,S,I,S,S,S,S,S,S,S,S,I,I,S,I,S,S,S,S,S,S,S,S
0.07,S,I,S,S,S,S,S,S,S,S,I,I,S,S,S,S,S,S,S,S,S,S
0.06,S,I,S,S,S,S,S,S,S,S,I,I,S,S,S,S,S,I,S,S,S,S
0.18,S,I,S,S,S,I,S,S,S,S,I,I,S,S,S,S,S,I,S,S,S,S
0.08,S,S,S,S,S,I,S,S,S,S,I,I,S,S,S,S,S,I,S,S,S,S
0.09,S,S,S,S,S,I,S,S,S,S,I,S,S,S,S,S,S,I,S,S,S,S
0.15,S,S,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,I,S,S,S,S
0.13,S,S,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,I,I,S,S,S
0.13,S,S,S,S,S,S,S,S,S,S,I,S,S,S,I,S,S,I,I,S,S,S
0.02,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,I,I,S,S,S
0.06,S,S,S,S,S,S,S,S,S,I,I,S,S,S,S,S,S,I,I,S,S,S
0.07,S,S,S,S,S,S,S,S,S,I,I,S,S,S,S,S,S,I,I,S,I,S
0.01,S,S,S,S,S,S,S,S,S,I,I,S,S,S,S,S,S,S,I,S,I,S
0.02,S,S,S,I,S,S,S,S,S,I,I,S,S,S,S,S,S,S,I,S,I,S
0.01,S,S,S,I,S,S,S,I,S,I,I,S,S,S,S,S,S,S,I,S,I,S
0.08,S,S,S,I,S,S,S,I,S,I,I,S,S,S,S,S,S,S,S,S,I,S
0.03,I,S,S,I,S,S,S,I,S,I,I,S,S,S,S,S,S,S,S,S,I,S
0.11,I,S,S,I,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,I,S
0.06,I,S,S,I,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,I,I
0.22,I,S,I,I,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,I,I
0.07,I,S,I,I,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,I,S
0.08,S,S,I,I,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,I,S
0.10,S,S,I,I,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,S
0.23,S,S,I,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S
0.08,S,S,I,I,S,S,S,S,S,S,I,S,I,S,S,S,S,S,S,S,S,S
0.14,S,S,I,I,S,S,S,S,S,S,I,S,I,S,S,S,I,S,S,S,S,S
0.24,S,S,S,I,S,S,S,S,S,S,I,S,I,S,S,S,I,S,S,S,S,S
0.10,S,S,S,I,S,S,S,S,S,S,I,S,I,S,S,S,S,S,S,S,S,S
0.01,S,S,S,I,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.19,S,S,S,I,I,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S
0.06,S,S,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.43,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.14,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.54,S,S,S,I,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,S
0.03,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.09,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.93,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.25,S,S,S,I,I,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.05,S,S,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.55,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.82,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
1.23,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.89,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
3.01,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
2.83,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.37,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.05,S,S,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.06,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.14,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
3.90,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.38,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
2.88,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.91,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
3.47,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.64,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
4.63,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.05,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.04,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.70,S,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.76,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
1.28,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.58,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
2.60,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.33,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.01,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.71,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,I,S,S
0.35,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
0.43,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.49,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
1.12,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.63,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
1.04,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.77,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
0.23,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.60,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
1.98,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.52,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.05,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.47,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
0.22,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.27,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
1.84,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.16,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
1.14,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.25,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
1.23,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1.52,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
0.03,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.96,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.78,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.10,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.37,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
0.70,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.12,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
1.74,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.17,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.15,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S
0.03,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.13,S,S,S,S,I,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.30,S,S,S,S,I,S,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
0.08,S,S,S,S,I,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.24,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.25,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.29,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.02,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
7.93,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
2.60,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
