0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.12,S,S,S,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,V,S,V,S,S,S,S,S,S,S,S,S
0.14,S,S,S,S,S,S,V,S,V,S,S,S,S,V,S,S,S,S
0.07,S,S,S,V,S,S,V,S,V,S,S,S,S,V,S,S,S,S
0.01,S,S,S,V,S,S,V,S,V,S,S,S,S,V,V,S,S,S
0.09,S,S,S,V,S,S,V,S,V,S,S,S,S,V,V,S,S,V
0.09,S,S,S,V,V,S,V,S,V,S,S,S,S,V,V,S,S,V
0.08,S,S,S,V,V,S,V,I,V,S,S,S,S,V,V,S,S,V
0.04,S,S,S,V,V,S,V,I,V,S,S,S,S,V,V,V,S,V
0.01,S,S,S,V,V,V,V,I,V,S,S,S,S,V,V,V,S,V
0.43,S,S,S,V,V,V,V,I,V,S,S,V,S,V,V,V,S,V
0.11,S,S,S,V,V,V,V,I,V,S,V,V,S,V,V,V,S,V
0.09,S,S,S,V,V,V,V,I,V,S,V,V,S,V,V,V,V,V
0.17,S,S,S,V,V,V,V,I,V,V,V,V,S,V,V,V,V,V
0.18,I,S,S,V,V,V,V,I,V,V,V,V,S,V,V,V,V,V
0.13,I,S,S,V,V,V,V,S,V,V,V,V,S,V,V,V,V,V
0.42,I,S,V,V,V,V,V,S,V,V,V,V,S,V,V,V,V,V
0.16,I,S,V,V,V,V,V,S,V,V,V,V,I,V,V,V,V,V
0.70,I,S,V,V,V,V,V,S,V,V,V,V,S,V,V,V,V,V
0.36,I,I,V,V,V,V,V,S,V,V,V,V,S,V,V,V,V,V
0.43,S,I,V,V,V,V,V,S,V,V,V,V,S,V,V,V,V,V
0.16,V,I,V,V,V,V,V,S,V,V,V,V,S,V,V,V,V,V
0.04,V,S,V,V,V,V,V,S,V,V,V,V,S,V,V,V,V,V
0.25,V,S,V,V,V,V,V,S,V,V,V,V,V,V,V,V,V,V
0.44,V,V,V,V,V,V,V,S,V,V,V,V,V,V,V,V,V,V
0.08,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
